,file,Genotype,channel,params,slope,threshold,y_min,y_max,range,sigma,r_squared,gain,Subject,group
134,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,KO,11,[30.64413608  9.41973028 22.29412879 15.57500258],0.4315163938173327,9.419730279210489,15.575002577889148,46.21913865393467,2.9675204496947614,22.294128792091847,0.8192346668581206,30.644136076045523,12,12_11_F:\Fmr1 SD Tanks\KO\BA190306I\Block-3
135,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,KO,12,[59.1889272  23.80675709 27.92417359  3.09819153],1.2168493167763472,23.806757090055523,3.0981915333335976,62.28711873357916,20.104347346969657,27.924173594084998,0.5771831412153565,59.188927200245566,12,12_12_F:\Fmr1 SD Tanks\KO\BA190306I\Block-3
138,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,KO,15,[55.08791437 15.02993899 36.60744473  6.19625634],0.4975735393486502,15.029938991847912,6.196256339266821,61.28417071111494,9.890515717167128,36.60744473194574,0.6699413523471751,55.087914371848115,12,12_15_F:\Fmr1 SD Tanks\KO\BA190306I\Block-3
139,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,KO,16,[45.05323019 13.70013856 38.3164225  14.36581274],0.3386132714666701,13.7001385600225,14.365812740590284,59.419042930024084,4.136142103685989,38.31642249672269,0.7117793676258191,45.0532301894338,12,12_16_F:\Fmr1 SD Tanks\KO\BA190306I\Block-3
140,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,1,[36.43240768  6.90792881  5.42396649 22.4811886 ],4.0739114034238355,6.907928810600743,22.481188601196905,58.913596282226,2.620573018950138,5.423966493526555,0.9484272895761168,36.4324076810291,13,13_1_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
141,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,2,[33.32394381  9.33213199 11.43393345 28.70497656],1.556365353749811,9.332131994624175,28.704976564377134,62.02892037075059,2.160911723151464,11.43393345090072,0.9539786366764644,33.32394380637346,13,13_2_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
142,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,3,[27.10847584  5.30813878  9.67857094 24.87577925],0.9878087038117654,5.308138783366461,24.87577924867479,51.98425508855162,2.089753835201805,9.678570935482979,0.9790094408933061,27.10847583987683,13,13_3_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
145,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,6,[16.74181483  4.53446264  8.64780014 16.43494022],0.6245518012093498,4.534462644221793,16.43494021813615,33.17675504633861,2.0186720855685056,8.647800139289322,0.8934510115803712,16.741814828202465,13,13_6_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
146,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,7,[28.77388954  8.80310877  7.81958583 15.44427125],2.215689705309387,8.8031087711898,15.44427125058346,44.21816079384817,2.8630784888718965,7.819585828999556,0.9607625391350945,28.77388954326471,13,13_7_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
147,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,10,[23.83756914  8.38825681  6.76532511 10.21998681],2.1370058446379403,8.388256805524009,10.219986810685588,34.05755594638293,3.3324461740766416,6.765325113125059,0.7304126250447984,23.837569135697336,13,13_10_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
148,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,11,[19.90235286  1.73669492 15.85550619 24.75002099],0.0025391848623712576,1.7366949244222527,24.750020989941707,44.652373851852175,1.8041347871987137,15.85550618786711,0.9667997384080237,19.90235286191047,13,13_11_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
149,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,12,[47.36942346 10.35024873 11.27152683 17.26681734],2.394569299468685,10.350248734304545,17.266817335833938,64.63624079119495,3.7433789640581265,11.271526832682866,0.9391989950642047,47.369423455361016,13,13_12_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
150,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,13,[51.15876895  9.41869923  7.94493799 17.19578748],3.9038162157112306,9.418699233254465,17.195787484041105,68.35455643206424,3.9750756687067725,7.944937988474579,0.9754143728623068,51.15876894802314,13,13_13_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
151,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,14,[35.43917371  6.20353409 10.53910051 20.21208488],1.310411875721229,6.20353409198679,20.21208488235285,55.651258591472626,2.753365568935527,10.539100512142134,0.9370652716931311,35.43917370911977,13,13_14_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
152,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,15,[38.24786381  9.00626891 11.28957987 21.0140043 ],1.7776132093416661,9.006268911422529,21.014004304675144,59.261868116647264,2.820113066383204,11.289579872295521,0.9650408777471562,38.247863811972124,13,13_15_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
153,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,KO,16,[31.34092363  9.46080721 12.11512428 29.04455386],1.3426491634049853,9.460807206898636,29.04455386442616,60.38547749406589,2.079063695587563,12.115124276816331,0.9286740314526162,31.34092362963973,13,13_16_F:\Fmr1 SD Tanks\KO\BA190312A\Block-3
154,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,1,[36.88105805 21.09622339 15.94390064 19.32641475],1.3510524745186103,21.096223386390793,19.326414750836495,56.2074727980398,2.9083238418862454,15.943900638996658,0.6449534679913695,36.88105804720331,13,13_1_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
155,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,2,[36.62861033 22.67633841 14.57864026 20.87660244],1.3008987149731865,22.676338406446085,20.87660243828588,57.50521276773797,2.7545292840504736,14.578640261330204,0.7718237929196711,36.628610329452094,13,13_2_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
156,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,3,[34.0202575  27.98208951 14.47880232 17.87263374],0.8445330676565276,27.982089513092067,17.872633738453345,51.89289123893781,2.9034831686439793,14.478802319825189,0.8657604741426879,34.02025750048446,13,13_3_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
157,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,4,[43.62657366 18.3945884  13.62676585 19.88554698],1.8625352183221364,18.39458839799044,19.885546980430448,63.51212063817015,3.193883512516554,13.626765846327556,0.855598730439193,43.626573657739705,13,13_4_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
158,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,5,[41.16152459 19.63826273 17.59160261 23.23472293],1.4191821790632273,19.638262728775782,23.234722926999954,64.39624751628683,2.7715522030802897,17.591602610857056,0.8530890981466462,41.161524589286884,13,13_5_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
159,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,6,[25.6304758  22.86461348 16.32649888 20.36392589],0.8872968448869755,22.864613483554443,20.363925887937487,45.99440168650948,2.2586215418194056,16.32649887681432,0.5199804592204194,25.63047579857199,13,13_6_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
160,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,7,[49.801364   17.82749136 14.01118499 12.93004967],2.117417968960922,17.827491360581792,12.930049670242383,62.73141366835166,4.8515988157975665,14.01118499319312,0.8875462199143513,49.801363998109274,13,13_7_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
161,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,8,[27.90525328 16.22379063 11.71249328 22.66523438],1.3761231205222655,16.223790627747903,22.665234379842225,50.57048765995967,2.2311919132385207,11.712493278271705,0.8058557798349373,27.905253280117442,13,13_8_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
162,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,10,[36.69352001 12.25517846 16.00877638 28.18458356],1.2029579139039015,12.25517846417692,28.184583561299995,64.87810357413161,2.3019003787309873,16.00877637730445,0.7980103830902195,36.69352001283162,13,13_10_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
163,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,11,[32.80934214 28.48767338 19.06513926 15.98497738],0.9156578030911077,28.487673375082853,15.984977376299565,48.794319512765924,3.0525110148176853,19.065139257291136,0.7401255079424783,32.809342136466356,13,13_11_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
164,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,12,[47.91750542 18.79755192 15.68509263 16.4092815 ],1.8432044903704534,18.797551919527653,16.409281501210092,64.32678692343984,3.920146468247016,15.685092628793457,0.8942123953261625,47.91750542222975,13,13_12_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
165,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,13,[44.89419609 18.04920689 13.3668289  18.7827805 ],1.9556428487277342,18.049206891402573,18.78278050139292,63.676976595427966,3.39017839188962,13.366828902010425,0.8173382849853824,44.894196094035046,13,13_13_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
166,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,14,[43.8718849  25.65800604 17.71655408 18.06548448],1.3597631721040668,25.658006038125105,18.06548447882057,61.9373693814056,3.4284920204614004,17.716554076588395,0.8319223476799119,43.87188490258504,13,13_14_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
167,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,15,[40.90822869 20.83722845 17.96872853 23.69004003],1.3778552393262087,20.837228451069485,23.6900400283187,64.59826872086376,2.7268112946894143,17.968728534221853,0.8703396934725234,40.90822869254506,13,13_15_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
168,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,KO,16,[51.30528723 24.35819042 21.27919361 11.45068583],1.4596512958320316,24.35819042322693,11.450685833297566,62.755973066609386,5.4805427360622065,21.279193610698183,0.7865380395763394,51.305287233311816,13,13_16_F:\Fmr1 SD Tanks\KO\BA190312C\Block-3
169,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,2,[49.7843113  -8.76907434 13.75558385 23.41732378],2.051446334405682,-8.769074337175644,23.41732378137338,73.2016350768622,3.1259607528289926,13.75558385107416,0.9775390227802374,49.78431129548882,13,13_2_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
170,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,3,[285.72389693 -25.75511051  13.07188753  26.13621259],5.507967155438108,-25.755110508800563,26.13621259156383,311.860109520481,11.932107929866712,13.071887531368914,0.9125675916756655,285.72389692891716,13,13_3_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
171,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,4,[51.59406694 -5.08750366 12.79533472 15.64873155],1.8337261870726704,-5.087503660535594,15.648731554267721,67.2427984992142,4.29701271735828,12.79533471670726,0.9564692896062131,51.59406694494648,13,13_4_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
172,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,5,[ 91.78561475 -19.37473943  17.25940704  18.56066688],3.094398996239533,-19.374739432595693,18.560666878743337,110.34628162996202,5.945167937706832,17.259407043007688,0.9403898742816548,91.78561475121869,13,13_5_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
173,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,7,[36.38698715 -2.15777446 13.6262713  15.75390894],0.7160130877537084,-2.157774460749153,15.753908940554037,52.140896095073415,3.309711658980791,13.626271304900948,0.946042040508807,36.386987154519375,13,13_7_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
174,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,8,[17.95675715  9.2074234   8.16607366 13.19077567],1.3263794810924878,9.20742340426223,13.190775669725788,31.14753282266675,2.36131169254539,8.166073664534172,0.7426118751903751,17.956757152940963,13,13_8_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
175,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,11,[38.04372829 -2.20460637  6.82715224 26.2338402 ],2.5839799178584144,-2.2046063735257673,26.2338402004338,64.27756848802001,2.4501776330465384,6.827152238106933,0.9199608594529592,38.043728287586205,13,13_11_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
176,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,12,[52.12497528 -2.55737945  9.13284765 21.35452321],2.302997400960294,-2.557379454446763,21.354523208529482,73.47949848401576,3.4409336966449517,9.13284764888883,0.9611053068386383,52.12497527548628,13,13_12_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
177,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,13,[41.68310556 -0.7194831  11.87113793 16.33842244],0.6844270068029344,-0.7194830958656371,16.338422440022075,58.02152800456386,3.5512319636463916,11.871137932724785,0.9677315023626629,41.68310556454179,13,13_13_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
179,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,15,[ 58.93915508 -18.62226185  18.38681502  26.36288435],1.927264592893607,-18.622261849713023,26.362884351384007,85.30203943562145,3.235686895965283,18.38681502367829,0.918381991241965,58.93915508423744,13,13_15_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
180,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,KO,16,[182.84725618 -40.57862447  22.81765169  28.68347992],2.736158010918643,-40.57862446950123,28.68347991627221,211.5307360940945,7.3746538673674875,22.817651685145258,0.9678295285633245,182.8472561778223,13,13_16_F:\Fmr1 SD Tanks\KO\BA190312E\Block-3
181,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,1,[40.57214439 16.73206433 10.21278588 14.60762366],1.9898597656720083,16.73206433161347,14.607623664314977,55.1797680535047,3.777463694406612,10.212785881649037,0.9206324296081362,40.572144389189724,13,13_1_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
182,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,2,[33.89970237 16.1261398  12.53110474 24.43820942],1.6100345462177754,16.12613979919909,24.43820941639137,58.33791179026524,2.387159828131124,12.531104735930821,0.9362243605145928,33.899702373873865,13,13_2_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
183,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,3,[35.19664393 16.81513243 11.73730046 17.44071468],1.6948428680052527,16.815132434108673,17.440714683178257,52.63735860843582,3.018073488651533,11.737300463623852,0.746436987700184,35.19664392525756,13,13_3_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
184,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,4,[38.11405508 16.22595746 10.35688406 14.28226458],1.9390568951394014,16.225957462610925,14.282264576323685,52.39631965954928,3.668628275267276,10.356884057202242,0.9004499861783963,38.114055083225594,13,13_4_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
185,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,5,[44.68322691 13.6505965   7.46999668 17.33534215],2.6631333163606996,13.650596495498766,17.33534215381479,62.01856906419734,3.5775797508876757,7.46999668238165,0.855374508680563,44.683226910382544,13,13_5_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
186,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,6,[29.44872067 18.91762915 11.30685961 16.88562666],1.2566408804204343,18.917629147072603,16.885626656687656,46.334347327974626,2.7440111208205367,11.306859613533701,0.8155629981604555,29.44872067128697,13,13_6_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
187,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,7,[34.5369924  11.19522593 10.1653256  13.38610442],2.05143424629739,11.195225933350272,13.386104423152384,47.923096826276414,3.580062975109429,10.16532559721617,0.8158264403629388,34.53699240312403,13,13_7_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
188,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,11,[32.05223044 17.17267633 10.66346355 18.16210528],1.5364457942368401,17.17267632875575,18.162105275490312,50.21433571109293,2.7647860723975084,10.663463548001785,0.8543240689539109,32.05223043560262,13,13_11_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
189,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,12,[55.23057789 16.5259644  10.27483173 10.26401812],2.752336389200138,16.525964397481076,10.26401812216369,65.49459601647007,6.380989904435553,10.27483173133388,0.878338669027531,55.23057789430638,13,13_12_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
190,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,13,[32.13949144 15.47966139  9.37816096 10.27767376],1.7207899306370675,15.479661385252214,10.277673755266342,42.417165192752755,4.127117303272829,9.378160955450719,0.8474983464356192,32.13949143748641,13,13_13_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
191,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,14,[42.9275086  16.80537824 11.87900444 15.34608298],2.058249017977687,16.80537824342925,15.34608297588143,58.27359158021007,3.7972941806580467,11.879004435590094,0.7740424761896152,42.927508604328644,13,13_14_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
192,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,15,[41.96333737 16.10138544 12.37463149 17.25149066],2.011330849072124,16.10138544106075,17.251490660759323,59.21482802741758,3.43244703845269,12.374631491008547,0.9647540823824141,41.96333736665826,13,13_15_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
193,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,KO,16,[35.90180404 15.7966781  15.54930739 22.35818384],1.3841485266397056,15.79667809972503,22.35818384323146,58.25998788587102,2.6057567239974277,15.549307387111238,0.9572928479073636,35.90180404263956,13,13_16_F:\Fmr1 SD Tanks\KO\BA190312G\Block-3
197,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,KO,4,[29.83539062 21.52937024 20.27536764 10.71555249],0.8909812798663096,21.529370236896636,10.715552491518686,40.55094311200395,3.7843072621873532,20.275367643756447,0.5193901154723568,29.835390620485263,13,13_4_F:\Fmr1 SD Tanks\KO\BA190312I\Block-3
198,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,KO,5,[41.19412325 19.66333692 25.50257695 11.10301609],0.876171333530351,19.663336919506587,11.103016086023958,52.29713933817879,4.71017414844678,25.502576954504185,0.5437996409248251,41.19412325215483,13,13_5_F:\Fmr1 SD Tanks\KO\BA190312I\Block-3
200,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,KO,7,[37.85331063 12.55425667 19.20516207 13.32675923],0.9337543215082177,12.554256666402742,13.326759228565281,51.18006985848372,3.840398778180193,19.205162066714625,0.7809196450076353,37.85331062991844,13,13_7_F:\Fmr1 SD Tanks\KO\BA190312I\Block-3
201,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,KO,8,[18.26924394 10.58441215 11.67395575 22.13238098],0.8886042639488777,10.584412146598511,22.132380975132147,40.40162491609479,1.8254531657253636,11.673955751299225,0.6463457091067146,18.269243940962642,13,13_8_F:\Fmr1 SD Tanks\KO\BA190312I\Block-3
202,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,KO,10,[32.26739494 12.14673065 22.52942363 13.81752149],0.5816857772344974,12.146730651292144,13.81752148697435,46.084916431503025,3.335252018601661,22.529423625806434,0.7758133507345238,32.267394944528675,13,13_10_F:\Fmr1 SD Tanks\KO\BA190312I\Block-3
205,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,KO,13,[41.14756195 15.26267503 21.4063764  12.33965521],0.9818117348459053,15.262675032667895,12.33965521081512,53.48721715860674,4.33457955224938,21.40637640236847,0.7596184560288888,41.147561947791615,13,13_13_F:\Fmr1 SD Tanks\KO\BA190312I\Block-3
298,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,1,[40.06015319  9.07890882  4.36537841 20.09344773],3.0640117746116853,9.078908818810232,20.093447730203888,60.153600924619326,2.9936923584397204,4.365378407513013,0.9098758772387717,40.060153194415435,16,16_1_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
299,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,2,[26.8800777   8.79365699  5.08177082 32.57722526],2.7402425065048415,8.793656986924054,32.57722525555623,59.457302950788744,1.8251186982429686,5.081770822934608,0.7597978183076921,26.880077695232515,16,16_2_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
300,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,3,[35.00694761  7.02759167  4.69161425 14.8258084 ],4.395394548950549,7.02759167320549,14.82580840148105,49.83275600820636,3.3612167821640155,4.691614251311369,0.8997994730943433,35.00694760672531,16,16_3_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
301,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,4,[46.16130914  9.98647225  6.82335002 17.64963592],3.916435064610368,9.986472253546301,17.64963591618668,63.81094505548336,3.615425573564474,6.823350016538342,0.8963417332055305,46.16130913929668,16,16_4_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
302,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,5,[35.15593858  9.56759603  7.88343285 24.02032931],2.7047234777199947,9.567596025166244,24.02032930701354,59.176267885370564,2.463591032787884,7.883432849885789,0.8743176963519139,35.15593857835702,16,16_5_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
304,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,7,[38.69591155  9.59760079  5.78177597 19.41972265],3.5469415326616622,9.597600791514157,19.419722652673087,58.11563420628761,2.992608867062687,5.781775969015826,0.8254574278135497,38.69591155361452,16,16_7_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
305,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,10,[27.38497449  9.60218258  4.79986015 11.16590368],2.052161847920786,9.602182584970341,11.165903684457403,38.55087817058405,3.452553349913424,4.7998601462929775,0.8979612251242423,27.384974486126644,16,16_10_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
306,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,11,[31.9407382   7.08137823  5.25510392 16.07488796],3.6736494564593154,7.081378228068683,16.07488796316837,48.01562616365404,2.9869960072922423,5.255103922033407,0.8799255236697618,31.940738200485672,16,16_11_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
307,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,12,[52.91530353 10.54952062  5.59081926 16.76741869],3.759091360855393,10.549520619816152,16.767418686208416,69.68272221998755,4.155840772157922,5.590819261390336,0.903235514964154,52.91530353377914,16,16_12_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
308,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,13,[45.83737712  9.93517274  6.66893481 15.96231146],3.944454832094379,9.935172740052028,15.96231145772944,61.79968857853534,3.8716002216965912,6.668934811601687,0.8380879712781202,45.8373771208059,16,16_13_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
309,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,14,[40.05406823  8.5911952   4.6277824  17.9173577 ],4.159118552138352,8.591195195953878,17.91735770374705,57.971425930510776,3.235489679283862,4.627782396445785,0.8459927177239719,40.054068226763725,16,16_14_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
310,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,15,[23.96832678  8.84577355  6.89120468 30.71867381],2.1052675272414945,8.845773546028985,30.718673810507156,54.68700058840902,1.7802526543220636,6.891204680064504,0.8085046078279171,23.968326777901865,16,16_15_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
311,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,KO,16,[27.7849808   8.5398019   4.39935889 30.35247887],2.492156227518194,8.539801898201421,30.352478872489566,58.137459675836084,1.9154105969423756,4.399358894491394,0.7874452423047379,27.784980803346517,16,16_16_F:\Fmr1 SD Tanks\KO\BA190328E\Block-3
341,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,2,[55.24269842 -1.63037769  7.04801615  8.42570595],3.11235425769496,-1.6303776933062908,8.4257059549726,63.66840437104625,7.55644746105471,7.048016153639037,0.969838388683888,55.24269841607365,10,10_2_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
342,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,7,[49.63630045  3.07051747  4.18987091 10.0826741 ],4.255218779292136,3.07051747109231,10.082674096901005,59.71897454378052,5.922930164145209,4.189870911861882,0.9766987536939904,49.63630044687952,10,10_7_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
343,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,8,[38.75227273  3.12883965  3.92828231 13.32055167],3.8509467508163193,3.1288396496996174,13.320551667423288,52.07282439636887,3.909209295266506,3.9282823091397865,0.9467526489591671,38.752272728945584,10,10_8_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
344,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,9,[29.17731752  4.16358412  2.96399108  7.36094592],5.927455896959088,4.163584123088039,7.360945922176904,36.538263439807736,4.963800009687073,2.963991084601408,0.9486307903031816,29.177317517630833,10,10_9_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
345,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,10,[45.88675022  2.77104519  4.06409911 11.83247523],3.484886748239546,2.7710451940177894,11.832475233181022,57.719225456758664,4.878034757672721,4.06409911428179,0.9836385874234226,45.88675022357764,10,10_10_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
347,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,13,[47.02616323  2.35263834  5.07526645 16.64191909],1.6247604143870829,2.352638337100529,16.641919091834662,63.66808232676284,3.8257656449009847,5.075266448892001,0.9450675990169424,47.02616323492818,10,10_13_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
348,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,15,[43.88458893  2.02028937  2.98686667 14.87200779],3.057947691331719,2.0202893690072927,14.872007788570034,58.75659672050041,3.9508180439266667,2.986866671292727,0.9584327107607726,43.88458893193038,10,10_15_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
349,/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3,KO,16,[41.96172304  1.74184898  2.94250087 13.84026056],1.7196831933574683,1.7418489775412964,13.840260561792606,55.80198360081033,4.031859324589392,2.9425008671835005,0.9720637360149881,41.96172303901773,10,10_16_/media/dawg/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180509D/Block-3
